app_id,category,monthly_active_users,ln_mau,app_rating,num_reviews,price,is_free,months_since_update,size_group
APP0140,Education,933781,13.747,2.1,26379,0.0,True,10,"Large
(>100K)"
APP0141,Education,3900890,15.177,3.5,500000,2.99,False,0,"Large
(>100K)"
APP0142,Productivity,1865251,14.439,3.4,47475,0.0,True,1,"Large
(>100K)"
APP0143,Gaming,5000000,15.425,2.8,133858,0.0,True,0,"Large
(>100K)"
APP0144,Productivity,139941,11.849,2.5,1355,0.0,True,2,"Large
(>100K)"
APP0145,Productivity,1637172,14.308,2.9,54394,0.0,True,3,"Large
(>100K)"
APP0146,Social Media,582458,13.275,4.0,2233,0.0,True,8,"Large
(>100K)"
APP0147,Gaming,5000000,15.425,4.1,34175,2.99,False,6,"Large
(>100K)"
APP0148,Gaming,131603,11.788,3.4,31024,0.0,True,5,"Large
(>100K)"
APP0149,Social Media,125544,11.74,3.1,30800,0.0,True,2,"Large
(>100K)"
APP0150,Productivity,180035,12.101,2.4,26669,9.99,False,11,"Large
(>100K)"
APP0151,Education,18290,9.814,2.0,805,0.0,True,3,"Medium
(10K–100K)"
APP0152,Social Media,201061,12.211,3.0,16511,0.0,True,23,"Large
(>100K)"
APP0153,Social Media,141676,11.861,2.1,13157,0.0,True,6,"Large
(>100K)"
APP0154,Gaming,554371,13.226,3.5,9802,0.99,False,0,"Large
(>100K)"
APP0155,Education,738690,13.513,3.0,300795,0.0,True,6,"Large
(>100K)"
APP0156,Social Media,5000000,15.425,3.6,500000,0.0,True,2,"Large
(>100K)"
APP0157,Gaming,1840661,14.426,3.7,78853,0.0,True,6,"Large
(>100K)"
APP0158,Health & Fitness,186212,12.135,3.3,16983,0.0,True,0,"Large
(>100K)"
APP0159,Social Media,114964,11.652,2.6,14356,0.0,True,1,"Large
(>100K)"
APP0160,Health & Fitness,925305,13.738,4.0,5116,0.0,True,11,"Large
(>100K)"
APP0161,Productivity,61062,11.02,2.1,5009,1.99,False,1,"Medium
(10K–100K)"
APP0162,Gaming,5000000,15.425,3.9,100868,0.0,True,10,"Large
(>100K)"
APP0163,Gaming,2595163,14.769,3.7,40675,0.0,True,1,"Large
(>100K)"
APP0164,Gaming,218870,12.296,2.6,13355,0.99,False,6,"Large
(>100K)"
APP0165,Social Media,33870,10.43,2.6,36368,1.99,False,7,"Medium
(10K–100K)"
APP0166,Health & Fitness,3371298,15.031,3.1,359927,0.0,True,4,"Large
(>100K)"
APP0167,Productivity,372573,12.828,3.7,14431,0.0,True,2,"Large
(>100K)"
APP0168,Social Media,2832653,14.857,3.5,288508,0.0,True,1,"Large
(>100K)"
APP0169,Social Media,40471,10.608,2.2,26001,2.99,False,0,"Medium
(10K–100K)"
APP0170,Gaming,180040,12.101,3.1,48547,2.99,False,2,"Large
(>100K)"
APP0171,Gaming,445906,13.008,2.6,35519,0.0,True,6,"Large
(>100K)"
APP0172,Social Media,474715,13.07,2.3,15995,9.99,False,16,"Large
(>100K)"
APP0173,Gaming,225235,12.325,1.8,44257,0.0,True,12,"Large
(>100K)"
APP0174,Social Media,1126104,13.934,3.6,111257,0.0,True,8,"Large
(>100K)"
APP0175,Gaming,89194,11.399,1.9,26717,0.0,True,9,"Medium
(10K–100K)"
APP0176,Social Media,357335,12.786,4.0,59358,4.99,False,6,"Large
(>100K)"
APP0177,Gaming,529899,13.18,1.9,133761,0.0,True,1,"Large
(>100K)"
APP0178,Productivity,957095,13.772,4.2,32049,1.99,False,14,"Large
(>100K)"
APP0179,Education,1286482,14.067,3.4,375048,2.99,False,6,"Large
(>100K)"
APP0180,Social Media,81882,11.313,2.5,10802,1.99,False,4,"Medium
(10K–100K)"
APP0181,Productivity,44303,10.699,2.3,62903,0.0,True,0,"Medium
(10K–100K)"
APP0182,Social Media,3007185,14.917,3.8,66581,0.0,True,3,"Large
(>100K)"
APP0183,Education,728301,13.498,3.3,393144,0.0,True,3,"Large
(>100K)"
APP0184,Education,143957,11.877,3.4,16971,0.0,True,11,"Large
(>100K)"
APP0185,Productivity,4532245,15.327,3.9,96730,0.0,True,4,"Large
(>100K)"
APP0186,Gaming,526239,13.174,3.1,21123,4.99,False,2,"Large
(>100K)"
APP0187,Health & Fitness,2594607,14.769,3.3,92110,0.0,True,22,"Large
(>100K)"
APP0188,Gaming,489567,13.101,3.0,59279,0.0,True,0,"Large
(>100K)"
APP0189,Gaming,5000000,15.425,3.7,428206,0.0,True,3,"Large
(>100K)"
APP0190,Social Media,5000000,15.425,2.8,114865,0.0,True,0,"Large
(>100K)"
APP0191,Social Media,304538,12.627,2.3,23671,0.0,True,8,"Large
(>100K)"
APP0192,Education,1899984,14.457,3.8,500000,0.0,True,15,"Large
(>100K)"
APP0193,Education,1164804,13.968,3.5,500000,2.99,False,1,"Large
(>100K)"
APP0194,Gaming,3446767,15.053,3.4,286629,0.0,True,11,"Large
(>100K)"
APP0195,Productivity,104048,11.553,2.9,10804,1.99,False,2,"Large
(>100K)"
APP0196,Productivity,1238085,14.029,3.5,86448,4.99,False,14,"Large
(>100K)"
APP0197,Health & Fitness,2164363,14.588,3.3,244343,0.0,True,8,"Large
(>100K)"
APP0198,Education,31630,10.362,2.0,1166,1.99,False,9,"Medium
(10K–100K)"
APP0199,Education,74990,11.225,2.8,5832,0.0,True,0,"Medium
(10K–100K)"
APP0200,Health & Fitness,20767,9.941,1.8,383,2.99,False,19,"Medium
(10K–100K)"
APP0201,Gaming,295342,12.596,3.0,38398,0.0,True,7,"Large
(>100K)"
APP0202,Social Media,1297971,14.076,2.4,169005,4.99,False,2,"Large
(>100K)"
APP0203,Social Media,4212368,15.254,4.0,111636,2.99,False,10,"Large
(>100K)"
APP0204,Education,494420,13.111,3.5,237446,0.99,False,1,"Large
(>100K)"
APP0205,Gaming,5000000,15.425,3.6,52524,2.99,False,12,"Large
(>100K)"
APP0206,Social Media,55817,10.93,3.1,1082,0.0,True,0,"Medium
(10K–100K)"
APP0207,Social Media,34369,10.445,3.4,5570,0.0,True,7,"Medium
(10K–100K)"
APP0208,Gaming,407044,12.917,3.5,107997,0.0,True,4,"Large
(>100K)"
APP0209,Social Media,787090,13.576,2.1,393010,0.0,True,0,"Large
(>100K)"
APP0210,Social Media,421239,12.951,2.4,18216,0.0,True,1,"Large
(>100K)"
APP0211,Gaming,19907,9.899,1.9,10031,0.0,True,0,"Medium
(10K–100K)"
APP0212,Gaming,387054,12.866,2.8,28193,9.99,False,3,"Large
(>100K)"
APP0213,Gaming,62523,11.043,2.8,5582,0.0,True,2,"Medium
(10K–100K)"
APP0214,Social Media,1208038,14.005,3.0,211927,0.99,False,5,"Large
(>100K)"
APP0215,Health & Fitness,766735,13.55,3.5,111603,0.0,True,2,"Large
(>100K)"
APP0216,Social Media,108031,11.59,2.2,1604,1.99,False,2,"Large
(>100K)"
APP0217,Productivity,204679,12.229,2.7,104318,4.99,False,8,"Large
(>100K)"
APP0218,Health & Fitness,90325,11.411,2.0,48293,0.0,True,0,"Medium
(10K–100K)"
APP0219,Gaming,402713,12.906,2.3,14387,0.0,True,13,"Large
(>100K)"
APP0220,Health & Fitness,1853735,14.433,2.8,166231,4.99,False,11,"Large
(>100K)"
APP0221,Gaming,100852,11.521,2.1,18214,0.0,True,6,"Large
(>100K)"
APP0222,Gaming,942291,13.756,3.6,82261,0.0,True,5,"Large
(>100K)"
APP0223,Social Media,199708,12.205,2.1,8985,0.0,True,13,"Large
(>100K)"
APP0224,Productivity,134684,11.811,4.4,5668,0.0,True,1,"Large
(>100K)"
APP0225,Productivity,376794,12.839,3.5,28026,0.0,True,0,"Large
(>100K)"
APP0226,Social Media,93632,11.447,2.9,38753,0.0,True,1,"Medium
(10K–100K)"
APP0227,Education,192822,12.17,2.4,32465,0.0,True,9,"Large
(>100K)"
APP0228,Productivity,73363,11.203,3.2,5003,0.0,True,0,"Medium
(10K–100K)"
APP0229,Education,5000000,15.425,3.4,500000,4.99,False,5,"Large
(>100K)"
APP0230,Gaming,466444,13.053,2.7,1123,0.0,True,32,"Large
(>100K)"
APP0231,Health & Fitness,154880,11.95,4.3,56322,4.99,False,11,"Large
(>100K)"
APP0232,Gaming,609850,13.321,3.0,5266,0.0,True,4,"Large
(>100K)"
APP0233,Gaming,373811,12.832,3.7,18588,0.0,True,0,"Large
(>100K)"
APP0234,Gaming,317599,12.669,2.6,6576,0.0,True,10,"Large
(>100K)"
APP0235,Social Media,1111532,13.921,3.3,14521,0.0,True,5,"Large
(>100K)"
APP0236,Health & Fitness,1378162,14.136,4.5,328404,0.0,True,0,"Large
(>100K)"
APP0237,Productivity,199635,12.204,2.7,9918,0.0,True,0,"Large
(>100K)"
APP0238,Social Media,186516,12.136,3.7,24954,0.0,True,14,"Large
(>100K)"
APP0239,Gaming,292851,12.587,3.2,22328,0.0,True,6,"Large
(>100K)"
APP0240,Social Media,14004,9.547,1.9,3678,0.0,True,10,"Medium
(10K–100K)"
APP0241,Education,45579,10.727,2.8,5848,0.0,True,12,"Medium
(10K–100K)"
APP0242,Education,3437693,15.05,4.2,36339,0.0,True,5,"Large
(>100K)"
APP0243,Education,5000000,15.425,4.0,500000,2.99,False,4,"Large
(>100K)"
APP0244,Productivity,304505,12.626,2.3,13475,0.0,True,3,"Large
(>100K)"
APP0245,Social Media,1050561,13.865,2.9,10137,0.0,True,2,"Large
(>100K)"
APP0246,Education,705650,13.467,3.1,28559,0.99,False,3,"Large
(>100K)"
APP0247,Productivity,5000000,15.425,3.7,500000,0.0,True,8,"Large
(>100K)"
APP0248,Education,2372280,14.679,3.9,349324,0.0,True,5,"Large
(>100K)"
APP0249,Education,365171,12.808,3.1,18547,2.99,False,13,"Large
(>100K)"
APP0250,Education,105523,11.567,2.0,6865,0.0,True,3,"Large
(>100K)"
APP0251,Productivity,39748,10.59,2.7,3249,0.0,True,5,"Medium
(10K–100K)"
APP0252,Productivity,600306,13.305,3.5,500000,0.0,True,5,"Large
(>100K)"
APP0253,Education,142268,11.865,3.1,20966,0.0,True,5,"Large
(>100K)"
APP0254,Productivity,52397,10.867,3.2,9989,0.0,True,7,"Medium
(10K–100K)"
APP0255,Social Media,167735,12.03,3.3,52075,0.0,True,1,"Large
(>100K)"
APP0256,Gaming,87349,11.378,2.8,11952,0.0,True,4,"Medium
(10K–100K)"
APP0257,Education,5000000,15.425,3.7,167561,0.0,True,0,"Large
(>100K)"
APP0258,Gaming,1660218,14.322,2.4,74783,9.99,False,2,"Large
(>100K)"
APP0259,Gaming,437154,12.988,3.2,29867,4.99,False,4,"Large
(>100K)"
APP0260,Social Media,4073105,15.22,3.7,185584,0.0,True,6,"Large
(>100K)"
APP0261,Gaming,496854,13.116,3.0,86335,0.0,True,18,"Large
(>100K)"
APP0262,Education,121549,11.708,2.1,12441,0.0,True,5,"Large
(>100K)"
APP0263,Social Media,4345650,15.285,3.0,492336,0.0,True,8,"Large
(>100K)"
APP0264,Gaming,992879,13.808,3.6,56944,0.0,True,4,"Large
(>100K)"
APP0265,Education,93351,11.444,2.6,10401,0.0,True,6,"Medium
(10K–100K)"
APP0266,Health & Fitness,332532,12.714,3.6,2377,4.99,False,0,"Large
(>100K)"
APP0267,Gaming,118963,11.687,2.8,34504,0.0,True,1,"Large
(>100K)"
APP0268,Health & Fitness,55592,10.926,2.8,9475,0.0,True,2,"Medium
(10K–100K)"
APP0269,Productivity,1774920,14.389,4.1,330719,0.0,True,3,"Large
(>100K)"
APP0270,Productivity,5000000,15.425,3.6,7075,0.0,True,0,"Large
(>100K)"
APP0271,Health & Fitness,54292,10.902,2.8,75188,4.99,False,0,"Medium
(10K–100K)"
APP0272,Health & Fitness,1029366,13.844,3.2,54614,0.99,False,1,"Large
(>100K)"
APP0273,Education,166714,12.024,2.5,56899,4.99,False,21,"Large
(>100K)"
APP0274,Education,213056,12.269,2.8,5258,0.0,True,2,"Large
(>100K)"
APP0275,Gaming,181935,12.111,2.9,33673,0.0,True,3,"Large
(>100K)"
APP0276,Gaming,121056,11.704,2.5,3291,0.0,True,1,"Large
(>100K)"
APP0277,Health & Fitness,475814,13.073,4.0,16476,0.0,True,5,"Large
(>100K)"
APP0278,Gaming,127207,11.754,2.2,120534,0.0,True,1,"Large
(>100K)"
APP0279,Health & Fitness,663766,13.406,3.3,36160,4.99,False,1,"Large
(>100K)"
APP0280,Health & Fitness,410299,12.925,3.0,40160,0.0,True,4,"Large
(>100K)"
APP0281,Education,309148,12.642,3.8,70076,0.0,True,0,"Large
(>100K)"
APP0282,Productivity,113397,11.639,2.9,20045,0.0,True,0,"Large
(>100K)"
APP0283,Productivity,186249,12.135,3.6,19700,0.0,True,1,"Large
(>100K)"
APP0284,Social Media,1373794,14.133,2.5,126048,0.0,True,0,"Large
(>100K)"
APP0285,Gaming,937878,13.751,3.3,500000,4.99,False,0,"Large
(>100K)"
APP0286,Social Media,102095,11.534,3.2,9488,1.99,False,2,"Large
(>100K)"
APP0287,Gaming,513496,13.149,2.9,47123,1.99,False,9,"Large
(>100K)"
APP0288,Gaming,1365567,14.127,3.8,285629,0.0,True,5,"Large
(>100K)"
APP0289,Productivity,36166,10.496,2.3,16702,0.0,True,4,"Medium
(10K–100K)"
APP0290,Gaming,999529,13.815,3.9,262096,0.0,True,2,"Large
(>100K)"
APP0291,Social Media,163744,12.006,4.0,31930,0.0,True,16,"Large
(>100K)"
APP0292,Social Media,1041214,13.856,3.0,16532,9.99,False,3,"Large
(>100K)"
APP0293,Health & Fitness,140802,11.855,2.8,93358,0.0,True,0,"Large
(>100K)"
APP0294,Productivity,29515,10.293,3.3,951,0.0,True,5,"Medium
(10K–100K)"
APP0295,Social Media,38510,10.559,3.4,6701,0.0,True,0,"Medium
(10K–100K)"
APP0296,Gaming,475502,13.072,2.6,14080,0.0,True,2,"Large
(>100K)"
APP0297,Health & Fitness,653164,13.39,3.0,41551,1.99,False,4,"Large
(>100K)"
APP0298,Social Media,113951,11.644,2.5,16470,0.0,True,12,"Large
(>100K)"
APP0299,Gaming,1153012,13.958,2.5,103978,0.0,True,4,"Large
(>100K)"
APP0300,Social Media,36596,10.508,1.9,7423,0.0,True,7,"Medium
(10K–100K)"
