"hotel_id","price","offer","offer_cat","year","month","weekend","holiday","nnights","scarce_room"
8,207,0,"0% no offer",2017,12,0,1,1,0
9,210,1,"15-50% offer",2018,2,1,0,1,0
9,1145,1,"1-15% offer",2017,12,0,1,4,1
9,218,1,"1-15% offer",2017,11,0,0,1,1
9,218,1,"15-50% offer",2018,1,1,0,1,0
9,375,1,"1-15% offer",2018,6,1,0,1,0
9,197,1,"1-15% offer",2017,12,0,1,1,0
9,422,1,"1-15% offer",2018,5,1,0,1,0
9,328,1,"1-15% offer",2017,11,1,0,1,1
9,521,1,"1-15% offer",2018,4,1,0,1,0
10,143,0,"0% no offer",2017,11,0,0,1,1
10,1050,0,"0% no offer",2017,12,0,1,4,1
11,97,1,"15-50% offer",2017,11,0,0,1,0
11,167,0,"0% no offer",2017,11,1,0,1,0
11,105,1,"15-50% offer",2018,1,1,0,1,0
11,117,1,"15-50% offer",2018,2,1,0,1,0
11,100,1,"15-50% offer",2017,12,0,1,1,0
11,469,1,"1-15% offer",2017,12,0,1,4,0
12,167,1,"15-50% offer",2018,1,1,0,1,0
12,185,1,"1-15% offer",2018,6,1,0,1,0
12,92,1,"50%-75% offer",2017,11,0,0,1,0
12,185,1,"1-15% offer",2018,4,1,0,1,0
12,185,1,"1-15% offer",2018,3,1,0,1,0
12,185,1,"1-15% offer",2018,5,1,0,1,0
12,752,1,"1-15% offer",2017,12,0,1,4,0
12,167,1,"15-50% offer",2018,2,1,0,1,0
12,157,1,"15-50% offer",2017,12,0,1,1,0
13,802,0,"0% no offer",2017,12,0,1,4,1
14,130,1,"15-50% offer",2017,11,0,0,1,1
14,156,1,"15-50% offer",2018,2,1,0,1,0
14,156,1,"15-50% offer",2018,1,1,0,1,0
14,777,1,"15-50% offer",2017,12,0,1,4,0
14,141,1,"15-50% offer",2017,12,0,1,1,0
15,184,1,"15-50% offer",2018,1,1,0,1,0
15,773,1,"15-50% offer",2017,12,0,1,4,0
15,399,0,"0% no offer",2018,3,1,0,1,1
15,387,0,"0% no offer",2018,6,1,0,1,1
15,387,0,"0% no offer",2018,5,1,0,1,1
15,132,1,"15-50% offer",2017,11,0,0,1,0
15,161,1,"15-50% offer",2017,12,0,1,1,0
15,341,0,"0% no offer",2018,2,1,0,1,1
15,387,0,"0% no offer",2018,4,1,0,1,1
16,207,1,"50%-75% offer",2017,11,0,0,1,0
16,207,1,"50%-75% offer",2018,2,1,0,1,0
16,254,1,"50%-75% offer",2018,6,1,0,1,0
16,300,1,"15-50% offer",2018,4,1,0,1,0
16,924,1,"50%-75% offer",2017,12,0,1,4,0
16,300,1,"15-50% offer",2018,5,1,0,1,0
16,196,1,"50%-75% offer",2018,1,1,0,1,0
16,207,1,"50%-75% offer",2017,12,0,1,1,0
16,242,1,"50%-75% offer",2017,11,1,0,1,0
16,300,1,"15-50% offer",2018,3,1,0,1,0
17,134,1,"75%+ offer ",2017,12,0,1,1,0
17,172,1,"50%-75% offer",2017,11,0,0,1,0
17,433,1,"15-50% offer",2018,6,1,0,1,0
17,208,1,"50%-75% offer",2017,11,1,0,1,0
17,505,1,"75%+ offer ",2017,12,0,1,4,0
17,242,1,"50%-75% offer",2018,5,1,0,1,0
17,302,1,"15-50% offer",2018,4,1,0,1,0
17,235,1,"50%-75% offer",2018,3,1,0,1,0
17,202,1,"50%-75% offer",2018,2,1,0,1,0
17,179,1,"50%-75% offer",2018,1,1,0,1,0
18,590,1,"1-15% offer",2017,12,0,1,4,1
18,139,1,"75%+ offer ",2018,2,1,0,1,1
18,91,1,"75%+ offer ",2017,11,0,0,1,0
18,139,1,"75%+ offer ",2018,1,1,0,1,1
18,128,1,"75%+ offer ",2017,12,0,1,1,1
19,219,1,"15-50% offer",2017,11,1,0,1,0
19,207,1,"15-50% offer",2018,1,1,0,1,0
19,289,1,"1-15% offer",2018,3,1,0,1,0
19,156,1,"50%-75% offer",2017,12,0,1,1,0
19,231,1,"15-50% offer",2018,2,1,0,1,0
19,149,1,"50%-75% offer",2017,11,0,0,1,0
19,277,1,"1-15% offer",2018,5,1,0,1,0
19,277,1,"1-15% offer",2018,4,1,0,1,0
19,819,1,"1-15% offer",2017,12,0,1,4,0
20,114,0,"0% no offer",2018,2,1,0,1,0
20,102,0,"0% no offer",2017,12,0,1,1,0
20,114,0,"0% no offer",2018,6,1,0,1,0
20,114,0,"0% no offer",2018,1,1,0,1,0
20,102,0,"0% no offer",2017,11,0,0,1,0
21,114,1,"15-50% offer",2018,1,1,0,1,0
21,242,0,"0% no offer",2018,6,1,0,1,0
21,97,1,"15-50% offer",2017,12,0,1,1,0
21,540,1,"1-15% offer",2017,12,0,1,4,0
21,242,0,"0% no offer",2018,5,1,0,1,0
21,231,0,"0% no offer",2018,4,1,0,1,0
21,103,1,"15-50% offer",2017,11,0,0,1,0
21,138,1,"1-15% offer",2018,2,1,0,1,0
22,153,1,"15-50% offer",2017,11,0,0,1,0
22,175,1,"15-50% offer",2017,11,1,0,1,0
22,186,1,"15-50% offer",2018,5,1,0,1,0
22,142,1,"15-50% offer",2018,1,1,0,1,0
22,653,1,"15-50% offer",2017,12,0,1,4,0
22,142,1,"15-50% offer",2018,2,1,0,1,0
22,134,1,"15-50% offer",2017,12,0,1,1,0
23,244,1,"15-50% offer",2017,11,1,0,1,0
23,191,1,"50%-75% offer",2017,11,0,0,1,0
23,169,1,"50%-75% offer",2017,12,0,1,1,1
23,212,1,"15-50% offer",2018,2,1,0,1,1
23,940,1,"15-50% offer",2017,12,0,1,4,1
23,191,1,"50%-75% offer",2018,1,1,0,1,1
24,184,0,"0% no offer",2017,11,1,0,1,0
24,277,0,"0% no offer",2018,5,1,0,1,0
24,172,0,"0% no offer",2018,1,1,0,1,0
24,289,0,"0% no offer",2018,4,1,0,1,0
24,681,0,"0% no offer",2017,12,0,1,4,0
24,184,0,"0% no offer",2018,2,1,0,1,0
24,207,0,"0% no offer",2017,11,0,0,1,0
24,358,0,"0% no offer",2018,6,1,0,1,0
24,186,0,"0% no offer",2017,12,0,1,1,0
24,242,0,"0% no offer",2018,3,1,0,1,0
25,445,1,"15-50% offer",2017,12,0,1,4,1
25,101,1,"15-50% offer",2018,2,1,0,1,0
25,99,1,"15-50% offer",2018,1,1,0,1,0
25,128,1,"15-50% offer",2017,12,0,1,1,1
25,66,1,"50%-75% offer",2017,11,0,0,1,1
26,229,1,"15-50% offer",2018,4,1,0,1,0
26,219,1,"15-50% offer",2018,3,1,0,1,0
26,135,1,"50%-75% offer",2018,2,1,0,1,0
26,193,1,"15-50% offer",2018,5,1,0,1,0
26,118,1,"50%-75% offer",2018,1,1,0,1,0
26,111,1,"50%-75% offer",2017,12,0,1,1,0
26,568,1,"50%-75% offer",2017,12,0,1,4,0
26,156,1,"15-50% offer",2017,11,0,0,1,0
26,177,1,"15-50% offer",2017,11,1,0,1,0
27,207,0,"0% no offer",2018,6,1,0,1,0
27,176,0,"0% no offer",2017,11,1,0,1,0
27,124,0,"0% no offer",2017,12,0,1,1,0
27,134,0,"0% no offer",2018,1,1,0,1,0
27,633,0,"0% no offer",2017,12,0,1,4,0
27,134,0,"0% no offer",2018,2,1,0,1,0
27,197,0,"0% no offer",2018,5,1,0,1,0
27,94,0,"0% no offer",2017,11,0,0,1,0
27,364,0,"0% no offer",2018,4,1,0,1,0
28,126,1,"15-50% offer",2018,2,1,0,1,0
28,114,1,"50%-75% offer",2017,12,0,1,1,0
28,138,1,"15-50% offer",2018,1,1,0,1,0
28,533,1,"15-50% offer",2017,12,0,1,4,0
28,126,1,"15-50% offer",2017,11,1,0,1,0
28,138,1,"15-50% offer",2017,11,0,0,1,0
29,176,1,"15-50% offer",2018,2,1,0,1,0
29,197,1,"15-50% offer",2018,5,1,0,1,0
29,748,1,"15-50% offer",2017,12,0,1,4,0
29,155,1,"50%-75% offer",2018,1,1,0,1,0
29,145,1,"50%-75% offer",2018,6,1,0,1,0
29,176,1,"15-50% offer",2017,12,0,1,1,0
30,164,1,"1-15% offer",2017,12,0,1,1,0
30,175,1,"1-15% offer",2018,6,1,0,1,1
30,153,1,"15-50% offer",2018,1,1,0,1,0
30,164,1,"1-15% offer",2017,11,0,0,1,0
30,208,0,"0% no offer",2017,11,1,0,1,1
30,197,0,"0% no offer",2018,5,1,0,1,0
30,175,1,"1-15% offer",2018,2,1,0,1,1
30,175,1,"1-15% offer",2018,3,1,0,1,0
30,175,1,"1-15% offer",2018,4,1,0,1,0
30,679,1,"1-15% offer",2017,12,0,1,4,1
31,124,1,"15-50% offer",2018,2,1,0,1,0
31,122,1,"15-50% offer",2017,11,0,0,1,0
31,136,1,"15-50% offer",2017,11,1,0,1,0
31,564,1,"15-50% offer",2017,12,0,1,4,0
31,114,1,"15-50% offer",2018,1,1,0,1,0
31,111,1,"15-50% offer",2017,12,0,1,1,0
32,615,1,"15-50% offer",2017,12,0,1,4,1
32,126,1,"15-50% offer",2017,11,0,0,1,1
32,110,1,"15-50% offer",2017,12,0,1,1,1
33,63,1,"50%-75% offer",2017,11,0,0,1,0
33,467,1,"1-15% offer",2017,12,0,1,4,0
33,100,1,"15-50% offer",2017,12,0,1,1,0
34,157,1,"15-50% offer",2018,1,1,0,1,0
34,161,1,"15-50% offer",2017,11,0,0,1,0
34,240,0,"0% no offer",2018,6,1,0,1,0
34,250,0,"0% no offer",2018,5,1,0,1,0
34,215,0,"0% no offer",2017,11,1,0,1,0
34,544,1,"15-50% offer",2017,12,0,1,4,0
34,166,1,"15-50% offer",2018,2,1,0,1,0
34,107,1,"15-50% offer",2017,12,0,1,1,0
35,1276,0,"0% no offer",2017,12,0,1,4,1
36,149,0,"0% no offer",2017,11,1,0,1,0
36,66,0,"0% no offer",2017,11,0,0,1,0
36,406,0,"0% no offer",2017,12,0,1,4,0
36,76,0,"0% no offer",2017,12,0,1,1,0
37,151,1,"15-50% offer",2018,2,1,0,1,0
37,607,1,"15-50% offer",2017,12,0,1,4,0
37,151,1,"15-50% offer",2018,5,1,0,1,0
37,151,1,"15-50% offer",2018,1,1,0,1,0
37,160,1,"15-50% offer",2017,11,1,0,1,0
37,160,1,"15-50% offer",2017,11,0,0,1,0
37,151,1,"15-50% offer",2018,4,1,0,1,0
37,151,1,"15-50% offer",2017,12,0,1,1,0
38,225,0,"0% no offer",2018,6,1,0,1,0
38,314,0,"0% no offer",2018,5,1,0,1,0
38,187,1,"1-15% offer",2017,11,1,0,1,0
38,97,1,"50%-75% offer",2017,12,0,1,1,0
38,255,0,"0% no offer",2018,3,1,0,1,0
38,548,1,"15-50% offer",2017,12,0,1,4,0
38,231,0,"0% no offer",2018,4,1,0,1,0
38,147,1,"15-50% offer",2018,2,1,0,1,0
38,176,1,"15-50% offer",2017,11,0,0,1,0
38,117,1,"15-50% offer",2018,1,1,0,1,0
39,137,1,"15-50% offer",2018,6,1,0,1,0
39,72,1,"50%-75% offer",2017,11,0,0,1,0
39,155,1,"1-15% offer",2018,5,1,0,1,0
39,81,1,"50%-75% offer",2018,2,1,0,1,0
39,206,0,"0% no offer",2018,3,1,0,1,0
39,81,1,"50%-75% offer",2018,1,1,0,1,0
39,113,1,"15-50% offer",2017,12,0,1,1,0
39,497,1,"15-50% offer",2017,12,0,1,4,0
39,137,1,"15-50% offer",2018,4,1,0,1,0
40,176,1,"15-50% offer",2017,11,1,0,1,0
40,206,1,"15-50% offer",2018,3,1,0,1,0
40,156,1,"15-50% offer",2017,12,0,1,1,0
40,300,0,"0% no offer",2017,11,0,0,1,0
40,277,0,"0% no offer",2018,4,1,0,1,1
40,107,1,"50%-75% offer",2018,2,1,0,1,0
40,218,1,"1-15% offer",2018,5,1,0,1,0
40,107,1,"50%-75% offer",2018,1,1,0,1,0
40,578,1,"15-50% offer",2017,12,0,1,4,0
40,206,1,"15-50% offer",2018,6,1,0,1,0
41,304,0,"0% no offer",2018,5,1,0,1,0
41,520,1,"15-50% offer",2017,12,0,1,4,0
41,258,0,"0% no offer",2018,6,1,0,1,0
41,121,1,"15-50% offer",2018,1,1,0,1,0
41,104,1,"15-50% offer",2017,12,0,1,1,0
41,138,1,"15-50% offer",2017,11,0,0,1,0
41,142,1,"1-15% offer",2017,11,1,0,1,0
41,222,0,"0% no offer",2018,4,1,0,1,0
41,191,0,"0% no offer",2018,2,1,0,1,0
42,152,1,"15-50% offer",2017,11,1,0,1,0
42,272,0,"0% no offer",2018,5,1,0,1,0
42,94,1,"50%-75% offer",2018,1,1,0,1,0
42,181,1,"15-50% offer",2018,2,1,0,1,0
42,103,1,"50%-75% offer",2017,12,0,1,1,0
42,243,0,"0% no offer",2018,6,1,0,1,0
42,221,0,"0% no offer",2018,4,1,0,1,0
42,120,1,"15-50% offer",2017,11,0,0,1,0
43,121,0,"0% no offer",2018,2,1,0,1,0
43,116,0,"0% no offer",2017,12,0,1,1,1
43,601,1,"1-15% offer",2017,12,0,1,4,0
43,104,0,"0% no offer",2017,11,0,0,1,1
44,196,0,"0% no offer",2018,5,1,0,1,1
44,80,0,"0% no offer",2017,12,0,1,1,0
44,184,0,"0% no offer",2018,6,1,0,1,1
44,662,0,"0% no offer",2017,12,0,1,4,0
44,289,0,"0% no offer",2018,4,1,0,1,1
44,149,0,"0% no offer",2018,1,1,0,1,1
44,184,0,"0% no offer",2018,3,1,0,1,1
44,149,0,"0% no offer",2018,2,1,0,1,1
44,207,0,"0% no offer",2017,11,1,0,1,0
44,80,0,"0% no offer",2017,11,0,0,1,0
45,140,1,"50%-75% offer",2018,2,1,0,1,0
45,237,1,"15-50% offer",2017,11,1,0,1,1
45,785,1,"15-50% offer",2017,12,0,1,4,0
45,217,1,"15-50% offer",2018,4,1,0,1,0
45,168,1,"15-50% offer",2017,11,0,0,1,0
45,238,1,"15-50% offer",2018,5,1,0,1,0
45,106,1,"50%-75% offer",2017,12,0,1,1,0
45,129,1,"50%-75% offer",2018,1,1,0,1,0
45,217,1,"15-50% offer",2018,3,1,0,1,0
45,258,1,"1-15% offer",2018,6,1,0,1,0
46,77,1,"15-50% offer",2017,11,0,0,1,0
46,374,1,"15-50% offer",2017,12,0,1,4,0
46,68,1,"15-50% offer",2017,12,0,1,1,0
46,117,1,"1-15% offer",2018,6,1,0,1,0
46,77,1,"15-50% offer",2018,1,1,0,1,0
46,87,1,"15-50% offer",2018,2,1,0,1,0
47,88,1,"15-50% offer",2018,3,1,0,1,0
47,88,1,"15-50% offer",2018,2,1,0,1,0
47,115,1,"15-50% offer",2017,11,1,0,1,0
47,99,1,"15-50% offer",2017,12,0,1,1,0
47,88,1,"15-50% offer",2018,6,1,0,1,0
47,88,1,"15-50% offer",2018,1,1,0,1,0
47,102,1,"15-50% offer",2017,11,0,0,1,0
48,149,1,"15-50% offer",2018,1,1,0,1,0
48,172,1,"15-50% offer",2018,2,1,0,1,0
48,103,1,"1-15% offer",2017,12,0,1,1,0
48,138,1,"15-50% offer",2017,11,0,0,1,0
48,254,0,"0% no offer",2018,3,1,0,1,0
48,196,1,"15-50% offer",2017,11,1,0,1,0
48,231,1,"1-15% offer",2018,6,1,0,1,0
48,231,1,"1-15% offer",2018,4,1,0,1,0
48,479,1,"15-50% offer",2017,12,0,1,4,0
48,277,0,"0% no offer",2018,5,1,0,1,0
49,127,0,"0% no offer",2017,12,0,1,1,1
49,675,0,"0% no offer",2017,12,0,1,4,1
49,74,0,"0% no offer",2017,11,0,0,1,1
50,176,1,"1-15% offer",2017,11,1,0,1,0
50,134,1,"1-15% offer",2018,2,1,0,1,0
50,115,1,"1-15% offer",2017,12,0,1,1,1
50,134,1,"1-15% offer",2018,1,1,0,1,0
50,90,1,"1-15% offer",2017,11,0,0,1,0
50,604,1,"1-15% offer",2017,12,0,1,4,0
50,267,0,"0% no offer",2018,5,1,0,1,0
50,234,0,"0% no offer",2018,6,1,0,1,0
51,180,1,"15-50% offer",2017,12,0,1,1,0
51,133,1,"15-50% offer",2017,11,0,0,1,1
51,933,0,"0% no offer",2017,12,0,1,4,1
52,78,1,"15-50% offer",2017,12,0,1,1,0
52,82,1,"15-50% offer",2017,11,0,0,1,0
52,566,0,"0% no offer",2017,12,0,1,4,0
53,103,0,"0% no offer",2017,11,0,0,1,0
53,138,0,"0% no offer",2017,12,0,1,1,0
53,587,0,"0% no offer",2017,12,0,1,4,1
53,172,0,"0% no offer",2018,6,1,0,1,0
54,135,0,"0% no offer",2017,11,0,0,1,1
54,170,0,"0% no offer",2017,12,0,1,1,1
55,133,1,"15-50% offer",2017,11,0,0,1,1
56,814,0,"0% no offer",2017,12,0,1,4,1
57,186,1,"15-50% offer",2017,11,0,0,1,1
57,131,1,"15-50% offer",2017,12,0,1,1,1
57,931,1,"1-15% offer",2017,12,0,1,4,1
58,179,1,"15-50% offer",2017,12,0,1,1,1
58,203,1,"15-50% offer",2018,1,1,0,1,1
58,330,0,"0% no offer",2017,11,1,0,1,1
58,824,1,"15-50% offer",2017,12,0,1,4,1
58,110,1,"50%-75% offer",2017,11,0,0,1,1
59,133,1,"50%-75% offer",2017,11,0,0,1,0
59,241,1,"15-50% offer",2017,11,1,0,1,0
59,162,1,"15-50% offer",2017,12,0,1,1,0
59,943,1,"15-50% offer",2017,12,0,1,4,0
60,407,1,"15-50% offer",2017,12,0,1,4,0
60,80,1,"15-50% offer",2017,11,0,0,1,0
60,88,1,"15-50% offer",2018,2,1,0,1,0
60,88,1,"15-50% offer",2018,1,1,0,1,0
60,109,1,"15-50% offer",2018,5,1,0,1,0
60,113,1,"15-50% offer",2018,4,1,0,1,0
60,88,1,"15-50% offer",2018,3,1,0,1,0
60,80,1,"15-50% offer",2017,12,0,1,1,0
60,114,1,"15-50% offer",2018,6,1,0,1,0
60,128,1,"1-15% offer",2017,11,1,0,1,0
61,165,1,"1-15% offer",2017,11,1,0,1,0
61,114,1,"1-15% offer",2018,1,1,0,1,0
61,102,1,"1-15% offer",2017,12,0,1,1,0
61,165,1,"1-15% offer",2018,6,1,0,1,0
61,165,1,"1-15% offer",2018,5,1,0,1,0
61,69,1,"50%-75% offer",2017,11,0,0,1,0
61,190,1,"1-15% offer",2018,4,1,0,1,0
61,155,1,"1-15% offer",2018,3,1,0,1,0
61,92,1,"1-15% offer",2018,2,1,0,1,0
61,513,1,"1-15% offer",2017,12,0,1,4,0
62,133,1,"15-50% offer",2018,2,1,0,1,0
62,123,1,"15-50% offer",2017,12,0,1,1,0
62,133,1,"15-50% offer",2017,11,0,0,1,0
62,167,1,"15-50% offer",2018,1,1,0,1,0
62,534,1,"15-50% offer",2017,12,0,1,4,0
63,91,1,"15-50% offer",2017,11,0,0,1,0
63,117,1,"15-50% offer",2017,12,0,1,1,0
63,155,1,"1-15% offer",2017,11,1,0,1,0
63,105,1,"15-50% offer",2018,2,1,0,1,0
63,452,1,"1-15% offer",2017,12,0,1,4,0
63,111,1,"15-50% offer",2018,1,1,0,1,0
64,114,1,"50%-75% offer",2017,11,0,0,1,1
64,680,1,"15-50% offer",2017,12,0,1,4,1
64,172,1,"15-50% offer",2018,2,1,0,1,1
64,196,1,"15-50% offer",2018,5,1,0,1,1
64,114,1,"50%-75% offer",2017,12,0,1,1,1
64,172,1,"15-50% offer",2018,1,1,0,1,1
64,196,1,"15-50% offer",2018,6,1,0,1,1
64,207,1,"1-15% offer",2018,3,1,0,1,1
65,188,1,"1-15% offer",2018,4,1,0,1,0
65,148,1,"1-15% offer",2018,2,1,0,1,0
65,186,1,"15-50% offer",2017,11,1,0,1,0
65,546,1,"1-15% offer",2017,12,0,1,4,1
65,140,1,"15-50% offer",2018,1,1,0,1,0
65,109,1,"15-50% offer",2017,12,0,1,1,0
65,188,1,"1-15% offer",2018,5,1,0,1,0
65,101,1,"15-50% offer",2017,11,0,0,1,0
65,218,1,"1-15% offer",2018,3,1,0,1,0
66,88,1,"15-50% offer",2017,12,0,1,1,0
66,88,1,"15-50% offer",2018,1,1,0,1,0
66,453,1,"1-15% offer",2017,12,0,1,4,0
66,100,1,"15-50% offer",2018,2,1,0,1,0
66,114,1,"15-50% offer",2017,11,0,0,1,0
67,1439,0,"0% no offer",2017,12,0,1,4,1
68,175,1,"15-50% offer",2018,6,1,0,1,0
68,221,1,"15-50% offer",2018,2,1,0,1,0
68,249,1,"15-50% offer",2018,4,1,0,1,0
69,176,0,"0% no offer",2017,11,1,0,1,0
69,113,0,"0% no offer",2017,12,0,1,1,0
69,124,0,"0% no offer",2018,2,1,0,1,0
69,591,0,"0% no offer",2017,12,0,1,4,0
69,197,0,"0% no offer",2018,6,1,0,1,0
69,187,0,"0% no offer",2018,5,1,0,1,0
69,218,0,"0% no offer",2018,3,1,0,1,0
69,113,0,"0% no offer",2018,1,1,0,1,0
69,354,0,"0% no offer",2018,4,1,0,1,0
69,84,0,"0% no offer",2017,11,0,0,1,0
70,207,1,"1-15% offer",2018,6,1,0,1,0
70,364,0,"0% no offer",2018,4,1,0,1,0
70,633,1,"15-50% offer",2017,12,0,1,4,0
70,134,1,"15-50% offer",2018,1,1,0,1,0
70,94,1,"50%-75% offer",2017,11,0,0,1,0
70,124,1,"15-50% offer",2017,12,0,1,1,0
70,197,1,"1-15% offer",2018,5,1,0,1,0
70,176,1,"15-50% offer",2017,11,1,0,1,0
70,239,0,"0% no offer",2018,3,1,0,1,0
70,134,1,"15-50% offer",2018,2,1,0,1,0
71,184,1,"15-50% offer",2017,11,1,0,1,0
71,289,0,"0% no offer",2018,4,1,0,1,0
71,129,1,"15-50% offer",2018,2,1,0,1,0
71,103,1,"50%-75% offer",2017,11,0,0,1,0
71,219,0,"0% no offer",2018,5,1,0,1,0
71,622,1,"15-50% offer",2017,12,0,1,4,0
71,121,1,"15-50% offer",2017,12,0,1,1,0
71,137,1,"15-50% offer",2018,1,1,0,1,0
71,196,1,"1-15% offer",2018,6,1,0,1,0
72,646,1,"15-50% offer",2017,12,0,1,4,1
72,138,1,"15-50% offer",2018,1,1,0,1,0
72,159,1,"15-50% offer",2018,2,1,0,1,0
72,105,1,"50%-75% offer",2017,11,0,0,1,0
72,126,1,"15-50% offer",2017,12,0,1,1,0
72,219,1,"1-15% offer",2018,6,1,0,1,0
72,202,1,"15-50% offer",2017,11,1,0,1,1
73,127,1,"15-50% offer",2017,11,0,0,1,1
73,703,1,"15-50% offer",2017,12,0,1,4,1
73,118,1,"15-50% offer",2017,12,0,1,1,1
73,163,1,"15-50% offer",2018,2,1,0,1,1
74,592,1,"15-50% offer",2017,12,0,1,4,0
74,119,1,"15-50% offer",2017,12,0,1,1,0
75,108,1,"15-50% offer",2018,1,1,0,1,1
75,118,1,"15-50% offer",2018,2,1,0,1,1
75,84,1,"50%-75% offer",2017,12,0,1,1,1
75,182,0,"0% no offer",2017,11,1,0,1,1
75,197,0,"0% no offer",2018,5,1,0,1,1
75,72,1,"50%-75% offer",2017,11,0,0,1,0
75,187,0,"0% no offer",2018,6,1,0,1,1
75,452,1,"1-15% offer",2017,12,0,1,4,0
76,114,1,"15-50% offer",2017,11,0,0,1,0
76,80,1,"50%-75% offer",2018,2,1,0,1,0
76,72,1,"50%-75% offer",2017,12,0,1,1,0
76,80,1,"50%-75% offer",2018,1,1,0,1,0
76,104,1,"15-50% offer",2018,6,1,0,1,0
77,95,1,"50%-75% offer",2017,12,0,1,1,1
77,83,1,"50%-75% offer",2017,11,0,0,1,1
78,493,0,"0% no offer",2017,12,0,1,4,0
78,107,0,"0% no offer",2017,12,0,1,1,0
78,68,1,"15-50% offer",2017,11,0,0,1,0
79,98,1,"50%-75% offer",2018,1,1,0,1,0
79,289,1,"1-15% offer",2017,11,1,0,1,0
79,145,1,"50%-75% offer",2018,2,1,0,1,0
79,254,1,"15-50% offer",2017,12,0,1,1,0
79,191,1,"15-50% offer",2018,5,1,0,1,0
79,63,1,"75%+ offer ",2017,11,0,0,1,0
79,191,1,"15-50% offer",2018,6,1,0,1,0
79,191,1,"15-50% offer",2018,4,1,0,1,0
79,261,1,"15-50% offer",2018,3,1,0,1,0
80,181,0,"0% no offer",2018,5,1,0,1,0
80,192,0,"0% no offer",2018,6,1,0,1,0
80,348,0,"0% no offer",2018,4,1,0,1,0
80,570,0,"0% no offer",2017,12,0,1,4,0
80,119,0,"0% no offer",2018,2,1,0,1,0
80,119,0,"0% no offer",2018,1,1,0,1,0
80,74,0,"0% no offer",2017,11,0,0,1,0
80,155,0,"0% no offer",2017,11,1,0,1,0
80,223,0,"0% no offer",2018,3,1,0,1,0
80,108,0,"0% no offer",2017,12,0,1,1,0
81,136,1,"15-50% offer",2018,1,1,0,1,0
81,111,1,"50%-75% offer",2017,12,0,1,1,0
81,237,0,"0% no offer",2018,6,1,0,1,0
81,620,1,"15-50% offer",2017,12,0,1,4,0
81,111,1,"50%-75% offer",2017,11,0,0,1,0
82,117,1,"50%-75% offer",2017,12,0,1,1,0
82,643,1,"15-50% offer",2017,12,0,1,4,0
82,152,1,"15-50% offer",2018,1,1,0,1,0
82,117,1,"50%-75% offer",2017,11,0,0,1,0
82,258,1,"1-15% offer",2018,6,1,0,1,0
83,118,1,"50%-75% offer",2018,2,1,0,1,0
83,107,1,"50%-75% offer",2017,11,0,0,1,0
83,222,1,"1-15% offer",2018,5,1,0,1,0
83,108,1,"50%-75% offer",2018,1,1,0,1,0
83,222,1,"1-15% offer",2018,4,1,0,1,0
83,197,1,"15-50% offer",2018,6,1,0,1,0
83,126,1,"15-50% offer",2017,12,0,1,1,0
83,224,1,"1-15% offer",2017,11,1,0,1,0
84,365,0,"0% no offer",2018,4,1,0,1,1
84,245,0,"0% no offer",2018,3,1,0,1,0
84,125,1,"15-50% offer",2017,12,0,1,1,0
84,182,1,"1-15% offer",2017,11,1,0,1,0
84,588,1,"1-15% offer",2017,12,0,1,4,1
